date,decision_id,consensus_category,buy_vote_count,supporting_agents,dissenting_agents,trade_executed,net_return,reflection_category,decision_summary,outcome_summary,identified_strengths,identified_weaknesses,inconsistencies,diagnostic_labels,explainability_score
2026-04-16,decision_0179c31e0ba4488091e506992cc98082,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.378628%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9253312700286609
2026-04-17,decision_51149ed2c07046219877b7d2abb521b6,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.836445%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9130007370177559
2026-04-20,decision_f729b432a8dd4563ad197f77eaa24fa3,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.464990%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9149946379640698
2026-04-21,decision_8b110896f3c1440bafd9a7ef0c8dbcd7,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -2.129625%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9192015400714275
2026-04-22,decision_4cc4084d3d4845a9940713f079aeb54c,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.056144%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | MISSED_PROFITABLE_OPPORTUNITY,0.9415473718083128
2026-04-23,decision_ebc6796ca39b4f668cabc9a576652687,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.221309%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9136987448914998
2026-04-24,decision_bef73dd1d0fc4b36b600ec4c964f5381,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.441660%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9306556899215572
2026-04-27,decision_a06441738d074ab4bbcb3178aa665aed,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.987723%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9255397242913129
2026-04-28,decision_4bcf48715d9b4854899b8d71e94e3e5a,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.406744%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9362266194684162
2026-04-29,decision_759b776fdb104d30aa375cbf74f87146,SINGLE_BUY,1,MA,SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 1 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was SINGLE_BUY. Reason: Configuration 4 majority not reached: 1/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.856481%.,The configured majority-vote rule resolved differing analytical perspectives deterministically.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,"MA and SM issued different analytical votes. | MA and RM issued different analytical votes. | Configuration 4 contained analytical disagreement; dissenting agent(s): SM, RM.",CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | PARTIAL_AGENT_AGREEMENT | MAJORITY_NO_TRADE | CONSENSUS_SINGLE_BUY | MISSED_PROFITABLE_OPPORTUNITY,0.7965131671445838
2026-04-30,decision_9971d84f5f724bf5bf4de33cce2c1ffc,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -3.067356%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9196146257697264
2026-05-01,decision_1e761a972a9f495599d9ac735104840a,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.908629%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9193179491268453
2026-05-04,decision_badb2b3c50eb476ebd74d02acf1a6bf1,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.108486%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9316916813991084
2026-05-05,decision_0d1e67e757c9462d8aae4b2d90b742e0,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.015930%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9215387800763408
2026-05-06,decision_034a32b39b524b00b24c695e0eb3ddf5,SINGLE_BUY,1,SM,MA|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 1 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was SINGLE_BUY. Reason: Configuration 4 majority not reached: 1/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.669160%.,The configured majority-vote rule resolved differing analytical perspectives deterministically.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,"MA and SM issued different analytical votes. | SM and RM issued different analytical votes. | Configuration 4 contained analytical disagreement; dissenting agent(s): MA, RM.",CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | PARTIAL_AGENT_AGREEMENT | MAJORITY_NO_TRADE | CONSENSUS_SINGLE_BUY | LOW_CONFIDENCE | MISSED_PROFITABLE_OPPORTUNITY,0.8112990709246961
2026-05-07,decision_fc50750938f9428dbf9fb6f3d9b71a84,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.499177%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | CORRECT_TRADE_REJECTION,0.9049380547192122
2026-05-08,decision_1fbea86953a740f995f04e90310e4d92,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.286370%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | MISSED_PROFITABLE_OPPORTUNITY,0.9424160753245642
2026-05-11,decision_af9709d36aed4b33aeaf98479fa80369,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.414834%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9126375157665267
2026-05-12,decision_99f5c7eca41f4bea85cd9459787db31b,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.433511%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9151996845461114
2026-05-13,decision_6945e0cac6ef4b14bb6193ec8742d4f9,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 2.054520%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9372984877654756
2026-05-14,decision_4c94f7f00dd14e8c8d0fc52f2230e487,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.816699%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | CORRECT_TRADE_REJECTION,0.9064487428584392
2026-05-15,decision_df0c2fe06b084684be7641e90d5128e6,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.524468%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9395400909079089
2026-05-18,decision_2ff1907d3ca848c0af4001caad21e5ca,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.275006%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9319794412894118
2026-05-19,decision_47f81807feb2447d9c0431f338090b3b,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.129854%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | CORRECT_TRADE_REJECTION,0.909141142779193
2026-05-20,decision_7c2ffb13683c4a14a9ab7be633fb3964,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.806393%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9331631525668028
2026-05-21,decision_e5823bcf06ca478fb0443e7e2587235c,SINGLE_BUY,1,MA,SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 1 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was SINGLE_BUY. Reason: Configuration 4 majority not reached: 1/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.781421%.,The configured majority-vote rule resolved differing analytical perspectives deterministically.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,"MA and SM issued different analytical votes. | MA and RM issued different analytical votes. | Configuration 4 contained analytical disagreement; dissenting agent(s): SM, RM.",CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | PARTIAL_AGENT_AGREEMENT | MAJORITY_NO_TRADE | CONSENSUS_SINGLE_BUY | MISSED_PROFITABLE_OPPORTUNITY,0.8014372500145064
2026-05-22,decision_ec62f252a1c54921a72bd08cdd264487,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.970540%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9197583045386374
2026-05-26,decision_af425028f0304053be67888534fe9fa5,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.088518%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9212390067633013
2026-05-27,decision_9152363df61d43e297cdf48515643bae,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 2.040596%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.936813182210391
